8429156,cruise,7.25,-6.25,-0.73,-0.73,-0.63,1.00,0.00,0.00,1.00,1.04,-1.08,10.01,0.87
8520964,cruise,7.63,-5.44,-0.76,-0.76,-0.54,1.00,0.00,0.00,1.00,0.87,-1.15,9.47,0.90
8612356,cruise,7.69,-4.56,-0.77,-0.77,-0.46,1.00,0.00,0.00,1.00,0.91,-1.16,9.80,0.90
8703624,cruise,7.19,-4.31,-0.72,-0.72,-0.43,1.00,0.00,0.00,1.00,0.51,-0.73,10.01,0.83
8793732,cruise,5.94,-4.56,-0.59,-0.59,-0.46,1.00,0.00,0.00,1.00,0.58,-0.94,9.43,-3.56
8897464,cruise,3.94,-4.38,-0.39,-0.39,-0.44,1.00,0.00,0.00,1.00,0.90,-0.38,10.07,-9.79
8986940,cruise,2.31,-4.13,-0.23,-0.23,-0.41,1.00,0.00,0.00,1.00,0.62,-0.39,10.68,-14.35
9076456,cruise,0.88,-3.88,-0.09,-0.09,-0.39,1.00,0.00,0.00,1.00,0.92,-0.14,11.53,-16.93
9166156,cruise,-0.56,-4.31,0.06,0.06,-0.43,1.00,0.00,0.00,1.00,1.16,0.58,10.13,-17.45
9256144,cruise,-1.94,-4.88,0.19,0.19,-0.49,1.00,0.00,0.00,1.00,0.86,0.39,10.13,-16.38
9345788,cruise,-3.19,-4.81,0.32,0.32,-0.48,1.00,0.00,0.00,1.00,0.94,0.63,9.71,-15.33
9446516,cruise,-4.19,-4.81,0.42,0.42,-0.48,1.00,0.00,0.00,1.00,0.93,0.64,10.08,-13.68
9536160,cruise,-5.06,-4.75,0.51,0.51,-0.47,1.00,0.00,0.00,1.00,0.83,0.72,10.12,-12.16
9626640,cruise,-5.50,-4.63,0.55,0.55,-0.46,1.00,0.00,0.00,1.00,0.81,0.44,10.76,-9.62
9716772,cruise,-4.88,-4.38,0.49,0.49,-0.44,1.00,0.00,0.00,1.00,0.94,0.46,10.52,-4.55
9806964,cruise,-3.31,-4.25,0.33,0.33,-0.43,1.00,0.00,0.00,1.00,0.68,0.52,10.02,2.43
9896584,cruise,-1.25,-4.44,0.12,0.12,-0.44,1.00,0.00,0.00,1.00,0.69,0.23,9.58,10.58
9997644,cruise,0.94,-4.75,-0.09,-0.09,-0.47,1.00,0.00,0.00,1.00,0.93,-0.08,10.20,17.35
10087316,cruise,2.63,-4.81,-0.26,-0.26,-0.48,1.00,0.00,0.00,1.00,0.80,-0.49,10.68,20.24
10177760,cruise,4.00,-4.56,-0.40,-0.40,-0.46,1.00,0.00,0.00,1.00,0.92,-0.48,10.03,19.72
10267836,cruise,5.06,-4.38,-0.51,-0.51,-0.44,1.00,0.00,0.00,1.00,0.83,-0.88,9.67,17.00
10358044,cruise,5.50,-4.31,-0.55,-0.55,-0.43,1.00,0.00,0.00,1.00,0.79,-0.83,9.77,12.66
